coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ependymal,Endothelial1,permutationTracker
0x0,0.0,6.362579546,0.0,0.0,4.813664962,12.72460961,6.362579546,12.72460961,0.0,0.0,17.538274572,0.0,0.0,0.0,0.0,0.0,2.406826369,0.0,0.0,23.899967512,6.362579546,11.176244508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.406826369,12.72460961,0.0,0.0,6.362579546,2.406826369,0.0,2.406826369,2.406826369,0.0,7.220533434,0.0,0.0,19.25349607,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72460961,0.0,0.0,40.91794659,4.813664962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.131435978999999,0.0,2.406826369,0.0,122.61104174,0.0,7.220533434,20.804453386,2.406826369,16.84842916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.813664962,0.0,0.0,19.08630255,0.0,6.362579546,0.0,2.406826369,0.0,28.88133525,0.0,6.362579546,0.0,0.0,20.804453386,11.176244508,0.0,0.0,0.0,0.0,9.626738654,0.0,0.0,0.0,26.472615,0.0,0.0,6.362579546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.362579546,0.0,0.0,0.0,6.362579546,0.0,0.127919227,0.000155517,0.046106757,0.0,0.144848449,0.0,1.628028072,0.0,0.0,0.028340641,0.0,1.390451848,0.0,0.0722153,0.0,0.31314724099999997,0.0,0.034115386,0.0,1.0,1.0,"[[0], [0]]"
1x1,1.291870106,6.362579546,3.875621685,1.291870106,0.0,12.72460961,6.362579546,16.600231295,0.0,0.0,14.016479716,0.0,1.291870106,0.0,0.0,0.0,1.291870106,0.0,0.0,19.08630255,6.362579546,6.362579546,0.0,0.0,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,0.0,14.016479716,0.0,0.0,6.362579546,3.875621685,0.0,0.0,0.0,0.0,2.583686412,0.0,0.0,23.25492857,0.0,0.0,0.0,2.583686412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.583686412,12.72460961,0.0,0.0,32.29660852,0.0,0.0,0.0,0.0,1.291870106,1.291870106,0.0,1.291870106,12.72460961,0.0,0.0,1.291870106,110.75285431200001,1.291870106,0.0,54.160352276,0.0,1.291870106,0.0,0.0,1.291870106,1.291870106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.583686412,1.291870106,0.0,0.0,19.08630255,1.291870106,6.362579546,1.291870106,0.0,0.0,37.46803478,0.0,6.362579546,0.0,0.0,12.821912625,6.362579546,0.0,0.0,1.291870106,0.0,0.0,0.0,0.0,0.0,37.46803478,0.0,0.0,6.362579546,0.0,0.0,0.0,1.291870106,0.0,0.0,1.291870106,0.0,6.362579546,0.0,0.0,0.0,6.362579546,0.0,0.127919227,0.003280104,0.06418589499999999,0.0,0.144848449,0.0,1.628028072,0.0,0.0,0.028340641,0.0,1.813468558,0.0,0.0722153,0.0,0.205362535,0.0,0.034115386,0.0,1.0,1.0,"[[0], [1]]"
2x2,0.0,6.362579546,0.0,2.843085087,0.0,13.672300352,7.310270288,15.567694697,0.0,0.947690742,18.410819414,0.947690742,1.895409533,0.0,0.0,5.686209804,13.26921232,0.0,0.0,20.981712082999998,7.310270288,8.257989079,0.0,0.0,0.0,7.581634232,0.0,0.947690742,0.947690742,0.0,0.0,0.0,3.790821612,14.620019143,0.0,0.0,6.362579546,0.947690742,0.947690742,0.0,0.0,0.0,0.0,0.0,0.947690742,28.4306599,0.0,3.790821612,0.0,0.0,1.895409533,1.895409533,0.0,0.947690742,0.0,0.0,0.947690742,3.790821612,12.72460961,0.0,0.947690742,22.74652144,0.947690742,5.686209804,0.0,0.0,4.738521327,0.0,0.0,0.0,13.672300352,0.0,0.0,0.947690742,109.11685864200001,0.0,0.0,26.265164635999998,0.947690742,0.0,0.0,0.0,5.686209804,0.0,0.0,0.947690742,0.0,0.0,0.0,0.947690742,0.0,4.738521327,0.0,0.947690742,0.0,0.0,4.738521327,19.08630255,0.0,6.362579546,3.790821612,0.0,0.0,12.31987042,0.0,6.362579546,0.0,0.0,20.578562046000002,10.153401158,1.895409533,0.0,0.947690742,0.0,3.790821612,0.0,0.0,0.0,32.22002845,0.947690742,0.0,6.362579546,0.0,2.843085087,0.0,8.529278068,0.947690742,0.0,0.0,0.0,9.205664633,0.0,0.0,0.947690742,7.310270288,0.0,0.153316127,0.0,0.044706481,0.0,0.14892725499999998,0.0,1.628028072,0.0,0.0,0.037935429,0.0,1.958429975,0.0,0.095524786,0.0,0.160258156,0.0,0.034115386,0.0,1.0,1.0,"[[0], [2]]"
3x3,0.0,6.362579546,0.0,0.0,0.0,14.487285897,6.362579546,23.301715350000002,0.0,0.0,23.301715350000002,5.288108113,0.0,0.0,0.0,0.0,0.0,1.762676287,1.762676287,19.08630255,6.362579546,8.125255833,1.762676287,3.525431547,0.0,1.762676287,0.0,5.288108113,0.0,0.0,0.0,1.762676287,12.33828522,12.72460961,0.0,0.0,6.362579546,7.050817835,1.762676287,0.0,0.0,0.0,1.762676287,0.0,1.762676287,15.86553025,0.0,0.0,3.525431547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72460961,0.0,3.525431547,10.57710574,0.0,0.0,0.0,0.0,1.762676287,0.0,0.0,0.0,12.72460961,1.762676287,0.0,0.0,118.74627364,0.0,1.762676287,18.700864766,1.762676287,15.86553025,0.0,1.762676287,1.762676287,0.0,0.0,0.0,1.762676287,0.0,0.0,0.0,1.762676287,1.762676287,1.762676287,10.57710574,0.0,0.0,1.762676287,22.611734097,0.0,6.362579546,0.0,0.0,0.0,8.813411269,0.0,6.362579546,0.0,0.0,18.700864766,6.362579546,0.0,0.0,3.525431547,0.0,7.050817835,0.0,0.0,0.0,14.10080154,3.525431547,3.525431547,8.125255833,0.0,0.0,0.0,12.33828522,1.762676287,0.0,0.0,0.0,6.362579546,0.0,0.0,0.0,9.888011093,0.0,0.127919227,0.0,0.051921696,0.0,0.144848449,0.0,1.628028072,0.0,0.0,0.124571441,0.0,1.390451848,0.0,0.0722153,0.038173646,0.31398901199999996,0.0,0.034115386,0.001947578,1.0,1.0,"[[0], [3]]"
4x4,0.0,6.362579546,2.455651996,2.455651996,0.0,13.952429105,6.362579546,12.72460961,0.0,0.0,13.952429105,0.0,0.0,1.227819495,0.0,0.0,1.227819495,0.0,0.0,21.541954546,6.362579546,11.273838706,0.0,0.0,0.0,0.0,0.0,1.227819495,1.227819495,0.0,1.227819495,0.0,1.227819495,16.408103953,0.0,0.0,6.362579546,1.227819495,0.0,0.0,0.0,0.0,1.227819495,1.227819495,1.227819495,33.15073067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.227819495,1.227819495,0.0,12.72460961,0.0,0.0,46.65407017,0.0,1.227819495,0.0,0.0,18.41779894,0.0,0.0,0.0,12.72460961,1.227819495,0.0,0.0,114.30837532000001,0.0,1.227819495,49.336987386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.227819495,0.0,0.0,0.0,2.455651996,0.0,0.0,0.0,21.541954546,0.0,6.362579546,1.227819495,0.0,0.0,9.821812375,0.0,6.362579546,0.0,0.0,16.184391921,6.362579546,0.0,0.0,8.594889996,0.0,0.0,0.0,0.0,0.0,41.74644475,0.0,0.0,6.362579546,0.0,0.0,0.0,1.227819495,0.0,0.0,0.0,1.227819495,7.590399041,0.0,0.0,0.0,7.590399041,0.0,0.169665607,0.001746007,0.042797545,0.025491347,0.144848449,0.0,1.628028072,0.0,0.0,0.028340641,0.046094696,1.448204201,0.0,0.0722153,0.291040897,0.133548569,0.0,0.034115386,0.100167978,1.0,1.0,"[[0], [4]]"
5x5,0.274911387,0.41237493,2.886511884,0.96218522,6.050737157,26.93830151,1.237072195,0.824735831,0.0,0.41237493,10.036954399999999,0.137454413,0.0,0.137454413,0.137454413,0.41237493,5.430845159,1.237072195,7.422480225,5.638400793,29.82478102,8.524956721999999,0.41237493,0.274911387,0.5498155,0.687252188,0.41237493,0.687252188,2.611602958,0.137454413,0.5498155,0.137454413,3.91882848,0.41237493,0.0,0.137454413,6.185384288,3.643898564,0.41237493,2.9566418690000003,2.681737756,0.137454413,7.357987847,0.41237493,0.274911387,20.902972132000002,0.687252188,4.951119375,0.0,1.649476062,0.0,0.274911387,0.0,2.33672181,2.061822428,0.137454413,0.41237493,1.924354378,0.824735831,1.512002111,0.0,48.615357723,9.624519447,2.886511884,0.0,0.0,0.41237493,0.41237493,0.0,0.274911387,8.454730695,3.298926303,2.819201299,0.687252188,71.62539494,0.0,7.770348934,18.290626154999998,2.681737756,16.84842916,0.0,1.099616611,3.71129176,0.0,0.5498155,0.41237493,0.96218522,0.5498155,0.0,0.41237493,0.137454413,0.96218522,0.0,2.061822428,5.363480462,0.0,0.5498155,3.573829803,0.5498155,3.02401879,0.137454413,2.544280782,0.687252188,29.018789663,3.298926303,0.0,0.0,0.0,14.44187384,7.287826436,0.41237493,0.274911387,1.099616611,0.5498155,10.039113584,0.137454413,0.137454413,0.5498155,27.572231611,5.773139181,3.848752315,3.436392884,0.0,0.41237493,0.0,1.099616611,0.824735831,0.0,0.274911387,2.199263417,3.573829803,2.474161474,0.137454413,0.274911387,7.559925798,0.0,0.143215226,0.023533337,0.061651136,0.0,0.138245652,0.0,1.373558828,0.0,0.0,0.018011772,0.0,1.528715671,0.0,0.084820791,0.0,0.30520882,0.0,0.034255883,0.0,1.0,1.0,"[[1], [0]]"
6x6,1.566781493,0.41237493,6.7621335689999995,2.254055326,1.237072195,26.93830151,1.237072195,4.700357516,0.0,0.41237493,6.515159544,0.137454413,1.291870106,0.137454413,0.137454413,0.41237493,4.315888896,1.237072195,7.422480225,0.824735831,29.82478102,3.71129176,0.41237493,0.274911387,0.5498155,0.687252188,0.41237493,0.687252188,3.903473064,0.137454413,0.5498155,0.137454413,1.512002111,1.7042450359999999,0.0,0.137454413,6.185384288,5.11269388,0.41237493,0.5498155,0.274911387,0.137454413,2.721140825,0.41237493,0.274911387,24.904404632000002,0.687252188,0.137454413,0.0,4.233162474,0.0,0.274911387,0.0,2.33672181,2.061822428,0.137454413,0.41237493,4.50804079,0.824735831,1.512002111,0.0,39.994019653,4.810854485,2.886511884,0.0,0.0,1.7042450359999999,1.7042450359999999,0.0,1.566781493,6.047904326,3.298926303,0.41237493,1.979122294,59.767207512,1.291870106,0.5498155,51.646525045,0.274911387,1.291870106,0.0,1.099616611,5.003161866,1.291870106,0.5498155,0.41237493,0.96218522,0.5498155,0.0,0.41237493,0.137454413,0.96218522,0.0,4.64550884,1.841685606,0.0,0.5498155,3.573829803,1.841685606,3.02401879,1.429324519,0.137454413,0.687252188,37.605489193000004,3.298926303,0.0,0.0,0.0,6.459333079,2.474161474,0.41237493,0.274911387,2.3914867170000003,0.5498155,0.41237493,0.137454413,0.137454413,0.5498155,38.567651391000005,5.773139181,3.848752315,3.436392884,0.0,0.41237493,0.0,2.3914867170000003,0.824735831,0.0,1.566781493,2.199263417,3.573829803,2.474161474,0.137454413,0.274911387,7.559925798,0.0,0.143215226,0.026657924,0.079730274,0.0,0.138245652,0.0,1.373558828,0.0,0.0,0.018011772,0.0,1.951732381,0.0,0.084820791,0.0,0.197424114,0.0,0.034255883,0.0,1.0,1.0,"[[1], [1]]"
7x7,0.274911387,0.41237493,2.886511884,3.805270307,1.237072195,27.885992251999998,2.1847629370000003,3.667820918,0.0,1.360065672,10.909499241999999,1.085145155,1.895409533,0.137454413,0.137454413,6.098584734,16.29323111,1.237072195,7.422480225,2.720145364,30.772471762,5.606701293,0.41237493,0.274911387,0.5498155,8.26888642,0.41237493,1.63494293,3.5592937000000004,0.137454413,0.5498155,0.137454413,5.3028237229999995,2.307784463,0.0,0.137454413,6.185384288,2.1847629370000003,1.360065672,0.5498155,0.274911387,0.137454413,0.137454413,0.41237493,1.222602129,30.080135962,0.687252188,3.9282760249999997,0.0,1.649476062,1.895409533,2.17032092,0.0,3.284412552,2.061822428,0.137454413,1.360065672,5.71517599,0.824735831,1.512002111,0.947690742,30.443932572999998,5.758545227,8.572721688,0.0,0.0,5.150896257,0.41237493,0.0,0.274911387,6.995595068,3.298926303,0.41237493,1.63494293,58.131211842,0.0,0.5498155,23.751337404999997,1.222602129,0.0,0.0,1.099616611,9.397501563999999,0.0,0.5498155,1.360065672,0.96218522,0.5498155,0.0,1.360065672,0.137454413,5.700706547,0.0,3.00951317,0.5498155,0.0,5.288336827,3.573829803,0.5498155,3.02401879,3.9282760249999997,0.137454413,0.687252188,12.457324833000001,3.298926303,0.0,0.0,0.0,14.2159825,6.264983086,2.307784463,0.274911387,2.047307353,0.5498155,4.203196542,0.137454413,0.137454413,0.5498155,33.319645061,6.720829923,3.848752315,3.436392884,0.0,3.255460017,0.0,9.628894679,1.7724265730000002,0.0,0.274911387,2.199263417,6.41691489,2.474161474,0.137454413,1.222602129,8.50761654,0.0,0.168612126,0.02337782,0.06025086,0.0,0.142324458,0.0,1.373558828,0.0,0.0,0.02760656,0.0,2.096693798,0.0,0.10813027700000001,0.0,0.152319735,0.0,0.034255883,0.0,1.0,1.0,"[[1], [2]]"
8x8,0.274911387,0.41237493,2.886511884,0.96218522,1.237072195,28.700977797,1.237072195,11.401841571,0.0,0.41237493,15.800395178,5.425562526,0.0,0.137454413,0.137454413,0.41237493,3.02401879,2.999748482,9.185156512,0.824735831,29.82478102,5.473968047,2.175051217,3.800342934,0.5498155,2.449928475,0.41237493,5.975360301,2.611602958,0.137454413,0.5498155,1.9001306999999998,13.850287330999999,0.41237493,0.0,0.137454413,6.185384288,8.28789003,2.175051217,0.5498155,0.274911387,0.137454413,1.9001306999999998,0.41237493,2.037587674,17.515006312,0.687252188,0.137454413,3.525431547,1.649476062,0.0,0.274911387,0.0,2.33672181,2.061822428,0.137454413,0.41237493,1.924354378,0.824735831,1.512002111,3.525431547,18.274516873,4.810854485,2.886511884,0.0,0.0,2.175051217,0.41237493,0.0,0.274911387,6.047904326,5.06160259,0.41237493,0.687252188,67.76062684,0.0,2.312491787,16.187037534999998,2.037587674,15.86553025,0.0,2.8622928979999998,5.473968047,0.0,0.5498155,0.41237493,2.724861507,0.5498155,0.0,0.41237493,1.9001306999999998,2.724861507,1.762676287,12.638928168,0.5498155,0.0,2.312491787,7.099261350000001,0.5498155,3.02401879,0.137454413,0.137454413,0.687252188,8.950865682,3.298926303,0.0,0.0,0.0,12.33828522,2.474161474,0.41237493,0.274911387,4.625048158,0.5498155,7.4631927650000005,0.137454413,0.137454413,0.5498155,15.200418151000001,9.298570728000001,7.374183862000001,5.199069171,0.0,0.41237493,0.0,13.437901831,2.587412118,0.0,0.274911387,2.199263417,3.573829803,2.474161474,0.137454413,0.274911387,11.085357345,0.0,0.143215226,0.02337782,0.067466075,0.0,0.138245652,0.0,1.373558828,0.0,0.0,0.114242572,0.0,1.528715671,0.0,0.084820791,0.038173646,0.306050591,0.0,0.034255883,0.001947578,1.0,1.0,"[[1], [3]]"
9x9,0.274911387,0.41237493,5.342163879999999,3.4178372159999997,1.237072195,28.166121004999997,1.237072195,0.824735831,0.0,0.41237493,6.451108933,0.137454413,0.0,1.365273908,0.137454413,0.41237493,4.251838285,1.237072195,7.422480225,3.2803878269999998,29.82478102,8.62255092,0.41237493,0.274911387,0.5498155,0.687252188,0.41237493,1.915071683,3.839422453,0.137454413,1.777634995,0.137454413,2.739821606,4.095869273,0.0,0.137454413,6.185384288,2.46489169,0.41237493,0.5498155,0.274911387,0.137454413,1.365273908,1.640194425,1.502730882,34.800206732,0.687252188,0.137454413,0.0,1.649476062,0.0,0.274911387,0.0,2.33672181,2.061822428,1.365273908,1.640194425,1.924354378,0.824735831,1.512002111,0.0,54.351481303,4.810854485,4.114331379,0.0,0.0,18.83017387,0.41237493,0.0,0.274911387,6.047904326,4.526745798,0.41237493,0.687252188,63.32272852,0.0,1.777634995,46.823160155,0.274911387,0.0,0.0,1.099616611,3.71129176,0.0,0.5498155,0.41237493,0.96218522,0.5498155,0.0,1.640194425,0.137454413,0.96218522,0.0,4.5174744239999995,0.5498155,0.0,0.5498155,6.029481799,0.5498155,3.02401879,1.365273908,0.137454413,0.687252188,9.959266788,3.298926303,0.0,0.0,0.0,9.821812375,2.474161474,0.41237493,0.274911387,9.694506607,0.5498155,0.41237493,0.137454413,0.137454413,0.5498155,42.846061361000004,5.773139181,3.848752315,3.436392884,0.0,0.41237493,0.0,2.3274361060000004,0.824735831,0.0,0.274911387,3.4270829120000004,4.801649298,2.474161474,0.137454413,0.274911387,8.787745293,0.0,0.184961606,0.025123827,0.058341924,0.025491347,0.138245652,0.0,1.373558828,0.0,0.0,0.018011772,0.046094696,1.586468024,0.0,0.084820791,0.291040897,0.125610148,0.0,0.034255883,0.100167978,1.0,1.0,"[[1], [4]]"
