coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODImmature1,ODMature3,ODImmature1 ODMature3
0x0,0.0,0.0,0.0,0.0,1.781762191,2.273030106,0.0,0.568266986,0.0,0.0,1.781762191,1.781762191,3.409506631,0.0,0.0,1.704767878,1.704767878,0.0,0.0,0.0,0.568266986,4.0547922970000005,0.0,0.0,0.0,0.0,1.781762191,0.0,0.568266986,0.0,1.136534943,0.568266986,25.157773061,7.387257951,0.0,0.0,0.0,0.0,0.568266986,0.0,33.84977672,0.0,2.273030106,0.0,0.568266986,0.0,0.0,1.781762191,1.704767878,1.704767878,0.0,2.350029177,0.568266986,0.0,0.0,64.17650779,0.0,0.568266986,0.0,0.0,0.0,2.9182971340000003,0.568266986,0.568266986,0.568266986,2.350029177,0.568266986,0.0,0.0,0.0,7.126995139,4.0547922970000005,0.0,0.0,9.737265527,0.0,0.0,34.418043706,1.136534943,1.781762191,0.0,0.0,1.781762191,0.0,1.136534943,0.0,3.486530069,3.563415361,7.126995139,1.136534943,0.0,5.7595914950000004,0.0,4.131682347,5.268183239,48.044941729,0.568266986,0.0,1.781762191,3.977829304,0.0,0.0,3.486530069,0.0,0.0,0.0,0.568266986,12.50205896,0.0,5.836445467000001,0.0,1.781762191,103.195458071,0.0,1.136534943,0.568266986,0.0,1.781762191,0.0,3.977829304,4.546001721,17.847181298,0.568266986,0.0,0.568266986,1.781762191,0.0,0.568266986,1.136534943,1.781762191,2.841315689,12.50205896,0.0,0.0,58.79983697,0.007551839,0.090031378,0.041418579,0.059671026,0.0,0.062355816,2.199779119,0.146045869,0.0,0.0,0.065755335,0.0,0.774066928,0.0,0.109059893,0.004172908,0.30312897499999997,0.0,0.017888504,0.0,1.0,1.0,"[[0], [0]]"
1x1,0.0,0.0,0.0,1.307597182,0.0,4.234450071,0.653826704,1.22209369,0.653826704,0.0,0.653826704,0.653826704,4.063333335,0.0,0.0,3.01236506,6.28137437,0.653826704,0.653826704,1.307597182,1.22209369,4.234450071,0.0,1.961419965,0.653826704,0.0,0.0,3.269037797,0.568266986,0.0,1.136534943,0.568266986,28.786358763,7.387257951,0.0,0.0,0.0,0.653826704,0.568266986,0.0,22.8836116,0.0,2.9268568100000003,0.653826704,0.568266986,0.0,0.0,0.653826704,4.32003174,1.704767878,0.0,0.568266986,0.568266986,0.0,0.0,39.3055929,0.0,5.144873478,0.0,0.0,0.653826704,5.059423450000001,2.529686951,0.568266986,0.568266986,1.22209369,0.568266986,0.653826704,0.0,0.0,3.269037797,4.888293968,0.653826704,0.0,9.263100518,0.653826704,0.0,24.104054396000002,1.7903616470000001,0.653826704,0.0,4.576606492,0.0,0.0,1.7903616470000001,0.0,3.01236506,0.0,9.806871811,2.4441321250000003,0.0,6.593093166,0.0,3.183530848,3.01236506,40.91794659,1.22209369,11.76732754,0.0,3.977829304,0.0,0.0,3.01236506,0.653826704,0.0,0.0,0.568266986,13.155885664,7.192001063,9.465031169,1.307597182,0.653826704,37.404023331,0.0,3.097954908,0.568266986,0.0,0.0,0.0,4.631656008,4.546001721,19.694060023,0.568266986,0.0,0.568266986,1.961419965,0.653826704,3.183530848,2.4441321250000003,0.0,4.148912871,12.50205896,2.615263862,0.0,38.57309339,0.022179972,0.036952827,0.020422204,0.042895553,0.0,0.033577389,1.553289152,0.029020436,0.0,0.0,0.039598685,0.0,0.716405905,0.0,0.083639931,0.0,0.290060269,0.0,0.010261959,0.014299006,1.0,1.0,"[[0], [1]]"
2x2,0.0,0.0,8.205343522,5.470234187,0.0,5.008110895,0.0,3.3033477749999998,0.0,8.205343522,0.0,2.735080789,3.409506631,0.0,0.0,1.704767878,1.704767878,5.470234187,0.0,0.0,0.568266986,2.273030106,0.0,0.0,0.0,0.0,0.0,0.0,0.568266986,0.0,1.136534943,0.568266986,21.5943577,12.857492138,0.0,0.0,0.0,0.0,0.568266986,0.0,21.88231712,2.735080789,5.008110895,0.0,0.568266986,0.0,0.0,0.0,7.175002065,12.644648918,0.0,3.3033477749999998,0.568266986,2.735080789,0.0,48.06153812,0.0,3.3033477749999998,0.0,0.0,0.0,9.341878465,0.568266986,8.773610507999999,0.568266986,3.3033477749999998,0.568266986,2.735080789,0.0,2.735080789,8.205343522,2.273030106,0.0,0.0,21.631243026,0.0,0.0,38.859892846,1.136534943,0.0,0.0,0.0,2.735080789,0.0,1.136534943,2.735080789,1.704767878,2.735080789,2.735080789,1.136534943,0.0,3.977829304,0.0,14.244006676,1.704767878,40.91794659,0.568266986,0.0,0.0,3.977829304,0.0,0.0,1.704767878,0.0,2.735080789,0.0,0.568266986,12.50205896,0.0,5.008110895,0.0,0.0,79.998479021,0.0,1.136534943,0.568266986,0.0,0.0,0.0,3.977829304,7.281082509999999,20.707402482,0.568266986,0.0,0.568266986,10.93988104,0.0,0.568266986,1.136534943,0.0,2.841315689,15.237139748999999,0.0,0.0,27.35306412,0.007551839,0.01019799,0.020422204,0.06007999,0.0,0.029032284,1.348172513,0.184019895,0.091746982,0.0,0.042148630000000006,0.0,1.412514876,0.0,0.0,0.0,0.290060269,0.0,0.010261959,0.0,1.0,1.0,"[[0], [2]]"
3x3,0.0,2.084324048,0.0,0.0,0.0,2.273030106,0.0,4.736832196,0.0,0.0,2.084324048,0.0,3.409506631,0.0,2.084324048,1.704767878,3.789091926,0.0,0.0,2.084324048,2.6525910340000003,2.273030106,0.0,0.0,0.0,0.0,0.0,0.0,0.568266986,0.0,1.136534943,0.568266986,21.5943577,9.471581999,0.0,0.0,0.0,0.0,0.568266986,0.0,10.42089135,0.0,2.273030106,2.084324048,0.568266986,0.0,2.084324048,2.084324048,1.704767878,14.209936158,0.0,0.568266986,0.568266986,4.16856521,0.0,35.429706350000004,0.0,2.6525910340000003,0.0,0.0,0.0,3.220858991,2.6525910340000003,0.568266986,2.6525910340000003,0.568266986,0.568266986,0.0,0.0,0.0,12.50516828,2.273030106,0.0,0.0,7.955503336,0.0,0.0,23.495914376,3.220858991,0.0,0.0,0.0,0.0,0.0,1.136534943,0.0,7.957639661,0.0,4.16856521,1.136534943,0.0,3.977829304,0.0,4.736832196,1.704767878,40.91794659,2.6525910340000003,0.0,0.0,3.977829304,2.084324048,0.0,1.704767878,0.0,0.0,0.0,0.568266986,12.50205896,0.0,4.357354154,0.0,0.0,86.781828351,0.0,1.136534943,0.568266986,0.0,0.0,2.084324048,3.977829304,4.546001721,14.586383007999999,0.568266986,0.0,0.568266986,0.0,2.084324048,0.568266986,1.136534943,4.16856521,2.841315689,14.586383007999999,0.0,0.0,25.01357257,0.007551839,0.0,0.020422204,0.048531726,0.0,0.0,0.867583378,0.0,0.0,0.0,0.024325537,0.0,0.819952277,0.093054962,0.019073715,0.004065165,0.290060269,0.0,0.010261959,0.0,1.0,1.0,"[[0], [3]]"
4x4,0.0,0.0,1.24099042,1.24099042,0.0,2.273030106,1.24099042,4.291180578,2.481929712,0.0,1.24099042,0.0,3.409506631,0.0,1.24099042,4.18669759,6.6686630330000005,0.0,0.0,0.0,4.291180578,2.273030106,0.0,0.0,0.0,2.481929712,0.0,2.481929712,0.568266986,0.0,1.136534943,1.809257406,26.558252855,8.628248371,0.0,0.0,0.0,6.204767988,1.809257406,0.0,31.02580095,1.24099042,4.754959818,1.24099042,0.568266986,0.0,0.0,0.0,4.18669759,6.6686630330000005,0.0,0.568266986,0.568266986,1.24099042,0.0,26.15416321,0.0,6.773034974000001,0.0,0.0,0.0,3.618464655,3.0501966979999997,14.220371236,0.568266986,1.809257406,0.568266986,0.0,0.0,0.0,3.722913592,3.5140205260000004,0.0,0.0,14.160271324,0.0,0.0,41.524839216,2.377525363,7.44578458,0.0,0.0,0.0,0.0,1.136534943,1.24099042,4.18669759,1.24099042,7.44578458,2.377525363,0.0,5.218819724,0.0,11.735729026,1.704767878,40.91794659,0.568266986,3.722913592,1.24099042,6.459759016,1.24099042,0.0,1.704767878,0.0,0.0,0.0,0.568266986,12.50205896,0.0,9.718814686,0.0,0.0,69.182369981,0.0,2.377525363,1.809257406,0.0,0.0,0.0,3.977829304,4.546001721,29.87590191,0.568266986,0.0,0.568266986,3.722913592,1.24099042,0.568266986,1.136534943,0.0,4.082306109,13.743049379999999,0.0,0.0,31.02580095,0.007551839,0.027519328,0.042570478999999994,0.051964436,0.0,0.024115643,2.080704195,0.0,0.000573232,0.0,0.036554827,0.0,0.213835962,0.0,0.011446929,0.018213381,0.290060269,0.041091738,0.030864159000000002,0.013707828,1.0,1.0,"[[0], [4]]"
5x5,0.0,0.0,0.685660073,2.742570586,3.8387239080000004,0.0,0.0,12.34135683,0.0,0.0,3.153026693,1.781762191,2.056961717,0.0,0.685660073,0.0,6.170839465,0.685660073,0.0,5.485149617,0.685660073,2.467422264,0.0,0.685660073,0.0,0.685660073,1.781762191,0.685660073,0.685660073,0.0,0.685660073,0.685660073,27.561112381,0.0,0.0,0.0,0.685660073,1.371264502,0.0,0.685660073,33.84977672,0.685660073,0.685660073,0.685660073,0.685660073,0.0,0.685660073,12.066721571,1.371264502,18.5119197,0.0,2.467422264,0.0,0.0,0.0,64.70258588,0.685660073,6.170839465,0.0,0.0,0.0,3.8387239080000004,0.0,1.371264502,0.0,2.467422264,0.0,0.0,0.0,0.0,7.126995139,4.524332777,0.685660073,1.371264502,5.209990459,0.0,0.0,37.963650446,0.0,2.467422264,0.0,0.0,1.781762191,0.0,0.0,0.0,3.153026693,3.563415361,7.812655212,0.685660073,1.371264502,12.066721571,0.0,7.677289087,17.276373521,31.807289648999998,1.371264502,1.371264502,1.781762191,0.685660073,0.0,0.685660073,2.467422264,0.685660073,0.0,0.685660073,0.685660073,0.685660073,0.0,9.048564978,0.0,2.467422264,108.69929140500001,1.371264502,3.428228268,0.0,0.0,1.781762191,0.685660073,0.685660073,4.113873726,20.429342158,0.0,0.0,8.913339965,10.695102156,0.0,0.685660073,0.0,2.467422264,4.113873726,8.227626339,1.371264502,0.0,58.79983697,0.0,0.094947468,0.020996375,0.056607755999999995,0.0,0.062355816,2.219500675,0.146045869,0.0,0.0,0.070078305,0.0,1.0103274469999999,0.0,0.133753437,0.004172908,0.241384398,0.0,0.007626545,0.0,1.0,1.0,"[[1], [0]]"
6x6,0.0,0.0,0.685660073,4.050167768,2.056961717,1.961419965,0.653826704,12.995183534,0.653826704,0.0,2.025091206,0.653826704,2.710788421,0.0,0.685660073,1.307597182,10.747445957,1.3394867769999999,0.653826704,6.792746799000001,1.3394867769999999,2.647080038,0.0,2.647080038,0.653826704,0.685660073,0.0,3.9546978700000004,0.685660073,0.0,0.685660073,0.685660073,31.189698083,0.0,0.0,0.0,0.685660073,2.025091206,0.0,0.685660073,22.8836116,0.685660073,1.3394867769999999,1.3394867769999999,0.685660073,0.0,0.685660073,10.938786084,3.9865283639999998,18.5119197,0.0,0.685660073,0.0,0.0,0.0,39.83167099,0.685660073,10.747445957,0.0,0.0,0.653826704,5.979850224,1.961419965,1.371264502,0.0,1.3394867769999999,0.0,0.653826704,0.0,0.0,3.269037797,5.357834448,1.3394867769999999,1.371264502,4.73582545,0.653826704,0.0,27.649661136,0.653826704,1.3394867769999999,0.0,4.576606492,0.0,0.0,0.653826704,0.0,2.678861684,0.0,10.492531884,1.993257255,1.371264502,12.900223242,0.0,6.7291375879999995,15.020555342,24.68029451,2.025091206,13.138592042,0.0,0.685660073,0.0,0.685660073,1.993257255,1.3394867769999999,0.0,0.685660073,0.685660073,1.3394867769999999,7.192001063,12.67715068,1.307597182,1.3394867769999999,42.907856665,1.371264502,5.389648233,0.0,0.0,0.0,0.685660073,1.3394867769999999,4.113873726,22.276220883,0.0,0.0,8.913339965,10.87475993,0.653826704,3.300923935,1.307597182,0.685660073,5.421470908,8.227626339,3.9865283639999998,0.0,38.57309339,0.014628133,0.041868917,0.0,0.039832282999999996,0.0,0.033577389,1.573010708,0.029020436,0.0,0.0,0.043921655000000004,0.0,0.952666424,0.0,0.108333475,0.0,0.228315692,0.0,0.0,0.014299006,1.0,1.0,"[[1], [1]]"
7x7,0.0,0.0,8.891003594999999,8.212804773,2.056961717,2.735080789,0.0,15.076437619,0.0,8.205343522,1.371264502,2.735080789,2.056961717,0.0,0.685660073,0.0,6.170839465,6.15589426,0.0,5.485149617,0.685660073,0.685660073,0.0,0.685660073,0.0,0.685660073,0.0,0.685660073,0.685660073,0.0,0.685660073,0.685660073,23.99769702,5.470234187,0.0,0.0,0.685660073,1.371264502,0.0,0.685660073,21.88231712,3.4207408619999997,3.4207408619999997,0.685660073,0.685660073,0.0,0.685660073,10.28495938,6.841498689,29.45180074,0.0,3.4207408619999997,0.0,2.735080789,0.0,48.58761621,0.685660073,8.905920254,0.0,0.0,0.0,10.262305239,0.0,9.576608024,0.0,3.4207408619999997,0.0,2.735080789,0.0,2.735080789,8.205343522,2.742570586,0.685660073,1.371264502,17.103967958,0.0,0.0,42.405499586000005,0.0,0.685660073,0.0,0.0,2.735080789,0.0,0.0,2.735080789,1.371264502,2.735080789,3.4207408619999997,0.685660073,1.371264502,10.28495938,0.0,17.789613416,13.71295816,24.68029451,1.371264502,1.371264502,0.0,0.685660073,0.0,0.685660073,0.685660073,0.685660073,2.735080789,0.685660073,0.685660073,0.685660073,0.0,8.220230406,0.0,0.685660073,85.502312355,1.371264502,3.428228268,0.0,0.0,0.0,0.685660073,0.685660073,6.848954514999999,23.289563342,0.0,0.0,8.913339965,19.853221005,0.0,0.685660073,0.0,0.685660073,4.113873726,10.962707128,1.371264502,0.0,27.35306412,0.0,0.01511408,0.0,0.05701672000000001,0.0,0.029032284,1.3678940689999999,0.184019895,0.091746982,0.0,0.0464716,0.0,1.648775395,0.0,0.024693544,0.0,0.228315692,0.0,0.0,0.0,1.0,1.0,"[[1], [2]]"
8x8,0.0,2.084324048,0.685660073,2.742570586,2.056961717,0.0,0.0,16.50992204,0.0,0.0,3.45558855,0.0,2.056961717,0.0,2.7699841210000002,0.0,8.255163513,0.685660073,0.0,7.569473665,2.7699841210000002,0.685660073,0.0,0.685660073,0.0,0.685660073,0.0,0.685660073,0.685660073,0.0,0.685660073,0.685660073,23.99769702,2.084324048,0.0,0.0,0.685660073,1.371264502,0.0,0.685660073,10.42089135,0.685660073,0.685660073,2.7699841210000002,0.685660073,0.0,2.7699841210000002,12.369283428,1.371264502,31.01708798,0.0,0.685660073,0.0,4.16856521,0.0,35.95578444,0.685660073,8.255163513,0.0,0.0,0.0,4.141285765,2.084324048,1.371264502,2.084324048,0.685660073,0.0,0.0,0.0,0.0,12.50516828,2.742570586,0.685660073,1.371264502,3.428228268,0.0,0.0,27.041521116,2.084324048,0.685660073,0.0,0.0,0.0,0.0,0.0,0.0,7.624136285,0.0,4.854225283,0.685660073,1.371264502,10.28495938,0.0,8.282438935999998,13.71295816,24.68029451,3.45558855,1.371264502,0.0,0.685660073,2.084324048,0.685660073,0.685660073,0.685660073,0.0,0.685660073,0.685660073,0.685660073,0.0,7.569473665,0.0,0.685660073,92.28566168500001,1.371264502,3.428228268,0.0,0.0,0.0,2.7699841210000002,0.685660073,4.113873726,17.168543868,0.0,0.0,8.913339965,8.913339965,2.084324048,0.685660073,0.0,4.854225283,4.113873726,10.311950387,1.371264502,0.0,25.01357257,0.0,0.00491609,0.0,0.045468456000000004,0.0,0.0,0.887304934,0.0,0.0,0.0,0.028648507,0.0,1.056212796,0.093054962,0.043767259,0.004065165,0.228315692,0.0,0.0,0.0,1.0,1.0,"[[1], [3]]"
9x9,0.0,0.0,1.926650493,3.9835610059999995,2.056961717,0.0,1.24099042,16.064270422,2.481929712,0.0,2.612254922,0.0,2.056961717,0.0,1.926650493,2.481929712,11.13473462,0.685660073,0.0,5.485149617,4.408573665,0.685660073,0.0,0.685660073,0.0,3.1675897849999997,0.0,3.1675897849999997,0.685660073,0.0,0.685660073,1.926650493,28.961592175,1.24099042,0.0,0.0,0.685660073,7.57603249,1.24099042,0.685660073,31.02580095,1.926650493,3.1675897849999997,1.926650493,0.685660073,0.0,0.685660073,10.28495938,3.853194214,23.475814855,0.0,0.685660073,0.0,1.24099042,0.0,26.6802413,0.685660073,12.375607453,0.0,0.0,0.0,4.5388914289999995,2.481929712,15.023368752000001,0.0,1.926650493,0.0,0.0,0.0,0.0,3.722913592,3.9835610059999995,0.685660073,1.371264502,9.632996256,0.0,0.0,45.070445956,1.24099042,8.131444652999999,0.0,0.0,0.0,0.0,0.0,1.24099042,3.853194214,1.24099042,8.131444652999999,1.926650493,1.371264502,11.5259498,0.0,15.281335766,13.71295816,24.68029451,1.371264502,5.094178094,1.24099042,3.1675897849999997,1.24099042,0.685660073,0.685660073,0.685660073,0.0,0.685660073,0.685660073,0.685660073,0.0,12.930934197,0.0,0.685660073,74.686203315,1.371264502,4.669218688,1.24099042,0.0,0.0,0.685660073,0.685660073,4.113873726,32.45806277,0.0,0.0,8.913339965,12.636253557,1.24099042,0.685660073,0.0,0.685660073,5.354864146,9.468616759,1.371264502,0.0,31.02580095,0.0,0.032435418,0.022148275,0.048901165999999996,0.0,0.024115643,2.100425751,0.0,0.000573232,0.0,0.040877797,0.0,0.450096481,0.0,0.036140473,0.018213381,0.228315692,0.041091738,0.0206022,0.013707828,1.0,1.0,"[[1], [4]]"
