coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Endothelial2,ODMature3,Endothelial2cells,ODMature3cells
0x0,0.690985953,1.381990362,14.16701094,3.109509606,2.1272507210000002,8.982975379,2.072981884,1.381990362,0.0,0.0,6.273249699,1.781762191,8.292017092,0.0,0.0,0.0,3.454920928,0.690985953,0.0,1.381990362,0.0,3.509232302,0.0,0.34548853,0.34548853,1.727470111,1.781762191,3.109509606,0.34548853,0.34548853,1.0364793,0.0,7.3638438,7.255435717,0.0,0.0,0.34548853,0.0,0.0,0.0,34.540762673,0.0,1.381990362,0.34548853,0.0,5.182441277,0.0,1.781762191,1.727470111,11.05591008,0.0,1.781762191,0.0,0.34548853,0.0,51.67444883,0.690985953,1.381990362,0.0,0.0,0.0,14.566547291000001,1.381990362,0.34548853,0.0,2.1272507210000002,1.0364793,0.34548853,0.0,1.381990362,8.163474439,5.927764776,0.0,0.0,23.548457741,6.909881914,0.0,40.068659669,1.381990362,1.781762191,0.34548853,2.764003339,1.781762191,1.0364793,0.34548853,0.0,2.472748144,3.563415361,8.163474439,0.690985953,0.0,2.472748144,1.0364793,7.0183362890000005,4.254401314,20.601376139,0.0,2.418456045,4.200218236,1.381990362,0.0,0.0,2.472748144,40.77341687,3.109509606,0.34548853,0.0,0.690985953,1.0364793,4.599894661,0.34548853,2.1272507210000002,101.167941802,0.34548853,0.0,0.0,0.34548853,2.472748144,14.50957867,2.072981884,4.491487508,8.109125677,0.34548853,0.34548853,0.690985953,2.472748144,1.0364793,0.690985953,1.0364793,3.854744075,0.690985953,0.34548853,0.0,0.0,61.909346576000004,0.0,0.090031378,0.034265478,0.053166912,0.0,0.062355816,2.199779119,0.146045869,0.0,0.0,0.041429798,0.0,1.105992631,0.0,0.109059893,0.004172908,0.031851730999999994,0.0,0.007626545,0.0,1.0,1.0,[0],[0]
1x1,0.690985953,1.381990362,14.16701094,4.417106788,0.34548853,10.944395344,2.726808588,2.035817066,0.653826704,0.0,5.145314212,0.653826704,8.945843796,0.0,0.0,1.307597182,8.03152742,1.3448126569999999,0.653826704,2.689587544,0.653826704,3.688890076,0.0,2.306908495,0.999315234,1.727470111,0.0,6.378547403000001,0.34548853,0.34548853,1.0364793,0.0,10.992429502,7.255435717,0.0,0.0,0.34548853,0.653826704,0.0,0.0,23.574597552999997,0.0,2.035817066,0.999315234,0.0,5.182441277,0.0,0.653826704,4.342733973,11.05591008,0.0,0.0,0.0,0.34548853,0.0,26.80353394,0.690985953,5.958596854,0.0,0.0,0.653826704,16.707673607,3.343410327,0.34548853,0.0,0.999315234,1.0364793,0.999315234,0.0,1.381990362,4.305517097,6.761266447,0.653826704,0.0,23.074292732,7.563708618,0.0,29.754670359000002,2.035817066,0.653826704,0.34548853,7.340609831,0.0,1.0364793,0.999315234,0.0,1.998583135,0.0,10.843351111,1.998583135,0.0,3.306249815,1.0364793,6.07018479,1.998583135,13.474381,0.653826704,14.185783585,2.418456045,1.381990362,0.0,0.0,1.998583135,41.427243573999995,3.109509606,0.34548853,0.0,1.3448126569999999,8.228480363000001,8.228480363000001,1.6530857120000002,0.999315234,35.376507062,0.34548853,1.961419965,0.0,0.34548853,0.690985953,14.50957867,2.726808588,4.491487508,9.956004402,0.34548853,0.34548853,0.690985953,2.652405918,1.690306004,3.306249815,2.344076482,2.072981884,1.998583135,0.34548853,2.615263862,0.0,41.682602996,0.014628133,0.036952827,0.013269103,0.036391439,0.0,0.033577389,1.553289152,0.029020436,0.0,0.0,0.015273148,0.0,1.048331608,0.0,0.083639931,0.0,0.018783025,0.0,0.0,0.014299006,1.0,1.0,[0],[1]
2x2,0.690985953,1.381990362,22.372354462,8.579743793,0.34548853,11.718056168,2.072981884,4.117071151,0.0,8.205343522,4.491487508,2.735080789,8.292017092,0.0,0.0,0.0,3.454920928,6.16122014,0.0,1.381990362,0.0,1.727470111,0.0,0.34548853,0.34548853,1.727470111,0.0,3.109509606,0.34548853,0.34548853,1.0364793,0.0,3.800428439,12.725669904,0.0,0.0,0.34548853,0.0,0.0,0.0,22.573303072999998,2.735080789,4.117071151,0.34548853,0.0,5.182441277,0.0,0.0,7.197704298,21.99579112,0.0,2.735080789,0.0,3.080569319,0.0,35.55947916,0.690985953,4.117071151,0.0,0.0,0.0,20.990128622,1.381990362,8.550832052,0.0,3.080569319,1.0364793,3.080569319,0.0,4.117071151,9.241822822,4.146002585,0.0,0.0,35.44243524,6.909881914,0.0,44.510508809,1.381990362,0.0,0.34548853,2.764003339,2.735080789,1.0364793,0.34548853,2.735080789,0.690985953,2.735080789,3.7715600890000003,0.690985953,0.0,0.690985953,1.0364793,17.130660618,0.690985953,13.474381,0.0,2.418456045,2.418456045,1.381990362,0.0,0.0,0.690985953,40.77341687,5.844590395,0.34548853,0.0,0.690985953,1.0364793,3.7715600890000003,0.34548853,0.34548853,77.97096275199999,0.34548853,0.0,0.0,0.34548853,0.690985953,14.50957867,2.072981884,7.226568297,10.969346861,0.34548853,0.34548853,0.690985953,11.630866993,1.0364793,0.690985953,1.0364793,2.072981884,0.690985953,3.080569319,0.0,0.0,30.462573726,0.0,0.01019799,0.013269103,0.053575876,0.0,0.029032284,1.348172513,0.184019895,0.091746982,0.0,0.017823093,0.0,1.744440579,0.0,0.0,0.0,0.018783025,0.0,0.0,0.0,1.0,1.0,[0],[2]
3x3,0.690985953,3.46631441,14.16701094,3.109509606,0.34548853,8.982975379,2.072981884,5.5505555719999995,0.0,0.0,6.575811556,0.0,8.292017092,0.0,2.084324048,0.0,5.539244976,0.690985953,0.0,3.46631441,2.084324048,1.727470111,0.0,0.34548853,0.34548853,1.727470111,0.0,3.109509606,0.34548853,0.34548853,1.0364793,0.0,3.800428439,9.339759765,0.0,0.0,0.34548853,0.0,0.0,0.0,11.111877303,0.0,1.381990362,2.429812578,0.0,5.182441277,2.084324048,2.084324048,1.727470111,23.56107836,0.0,0.0,0.0,4.51405374,0.0,22.92764739,0.690985953,3.46631441,0.0,0.0,0.0,14.869109148,3.46631441,0.34548853,2.084324048,0.34548853,1.0364793,0.34548853,0.0,1.381990362,13.54164758,4.146002585,0.0,0.0,21.76669555,6.909881914,0.0,29.146530339,3.46631441,0.0,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,6.943857736,0.0,5.20504451,0.690985953,0.0,0.690985953,1.0364793,7.623486138,0.690985953,13.474381,2.084324048,2.418456045,2.418456045,1.381990362,2.084324048,0.0,0.690985953,40.77341687,3.109509606,0.34548853,0.0,0.690985953,1.0364793,3.120803348,0.34548853,0.34548853,84.754312082,0.34548853,0.0,0.0,0.34548853,0.690985953,16.593902718,2.072981884,4.491487508,4.848327386999999,0.34548853,0.34548853,0.690985953,0.690985953,3.120803348,0.690985953,1.0364793,6.2415470939999995,0.690985953,2.429812578,0.0,0.0,28.123082176,0.0,0.0,0.013269103,0.042027612,0.0,0.0,0.867583378,0.0,0.0,0.0,0.0,0.0,1.15187798,0.093054962,0.019073715,0.004065165,0.018783025,0.0,0.0,0.0,1.0,1.0,[0],[3]
4x4,0.690985953,1.381990362,15.40800136,4.350500026,0.34548853,8.982975379,3.313972304,5.104903954,2.481929712,0.0,5.732477928,0.0,8.292017092,0.0,1.24099042,2.481929712,8.418816083,0.690985953,0.0,1.381990362,3.722913592,1.727470111,0.0,0.34548853,0.34548853,4.209399823,0.0,5.591439318,0.34548853,0.34548853,1.0364793,1.24099042,8.764323594,8.496426137,0.0,0.0,0.34548853,6.204767988,1.24099042,0.0,31.716786903,1.24099042,3.863920074,1.58647895,0.0,5.182441277,0.0,0.0,4.209399823,16.019805235,0.0,0.0,0.0,1.58647895,0.0,13.65210425,0.690985953,7.58675835,0.0,0.0,0.0,15.266714812,3.863920074,13.997592780000002,0.0,1.58647895,1.0364793,0.34548853,0.0,1.381990362,4.759392892,5.386993005,0.0,0.0,27.971463538000002,6.909881914,0.0,47.175455179,2.622980782,7.44578458,0.34548853,2.764003339,0.0,1.0364793,0.34548853,1.24099042,3.1729156649999997,1.24099042,8.48226388,1.931976373,0.0,1.931976373,1.0364793,14.622382968,0.690985953,13.474381,0.0,6.141369637,3.6594464650000003,3.863920074,1.24099042,0.0,0.690985953,40.77341687,3.109509606,0.34548853,0.0,0.690985953,1.0364793,8.48226388,0.34548853,0.34548853,67.15485371199999,0.34548853,1.24099042,1.24099042,0.34548853,0.690985953,14.50957867,2.072981884,4.491487508,20.137846289,0.34548853,0.34548853,0.690985953,4.413899545,2.27746972,0.690985953,1.0364793,2.072981884,1.931976373,1.58647895,0.0,0.0,34.135310556,0.0,0.027519328,0.035417378,0.045460322,0.0,0.024115643,2.080704195,0.0,0.000573232,0.0,0.01222929,0.0,0.545761665,0.0,0.011446929,0.018213381,0.018783025,0.041091738,0.0206022,0.013707828,1.0,1.0,[0],[4]
5x5,0.0,2.599813489,1.299905543,0.0,1.781762191,1.299905543,1.299905543,1.299905543,0.0,0.0,9.581302803,1.781762191,10.39987266,1.299905543,0.0,0.0,1.299905543,1.299905543,0.0,5.199690368,1.299905543,3.081667734,0.0,0.0,0.0,0.0,3.081667734,0.0,5.199690368,0.0,0.0,0.0,3.563415361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.84977672,0.0,2.599813489,0.0,0.0,0.0,0.0,1.781762191,0.0,1.299905543,0.0,1.781762191,0.0,5.199690368,0.0,51.67444883,1.299905543,0.0,1.299905543,0.0,0.0,5.681580769,1.299905543,0.0,0.0,1.781762191,0.0,2.599813489,0.0,0.0,13.626627941999999,4.38157568,0.0,0.0,6.981452559,0.0,0.0,33.84977672,1.299905543,3.081667734,0.0,0.0,1.781762191,0.0,0.0,0.0,4.38157568,3.563415361,7.126995139,0.0,0.0,1.781762191,0.0,3.563415361,3.563415361,81.220089389,0.0,1.299905543,4.38157568,0.0,0.0,0.0,1.781762191,22.0993628,2.599813489,0.0,0.0,0.0,0.0,3.563415361,0.0,4.38157568,115.38564229,0.0,0.0,0.0,0.0,1.781762191,0.0,1.299905543,0.0,6.645027881000001,0.0,0.0,0.0,1.781762191,0.0,0.0,0.0,6.981452559,1.299905543,0.0,0.0,0.0,58.79983697,0.0,0.134071046,0.026538108,0.03241665,0.0,0.09456566799999999,2.199779119,0.265231176,0.0,0.0,0.041429798,0.0,1.49185665,0.0,0.109059893,0.004172908,0.013068706,0.0,0.007626545,0.0,1.0,1.0,[1],[0]
6x6,0.0,2.599813489,1.299905543,1.307597182,0.0,3.2613255079999997,1.953732247,1.953732247,0.653826704,0.0,8.453367316,0.653826704,11.053699364,1.299905543,0.0,1.307597182,5.876512034999999,1.953732247,0.653826704,6.50728755,1.953732247,3.2613255079999997,0.0,1.961419965,0.653826704,0.0,1.299905543,3.269037797,5.199690368,0.0,0.0,0.0,7.192001063,0.0,0.0,0.0,0.0,0.653826704,0.0,0.0,22.8836116,0.0,3.2536401930000003,0.653826704,0.0,0.0,0.0,0.653826704,2.615263862,1.299905543,0.0,0.0,0.0,5.199690368,0.0,26.80353394,1.299905543,4.576606492,1.299905543,0.0,0.653826704,7.822707085,3.2613255079999997,0.0,0.0,0.653826704,0.0,3.2536401930000003,0.0,0.0,9.7686706,5.215077351,0.653826704,0.0,6.50728755,0.653826704,0.0,23.53578741,1.953732247,1.953732247,0.0,4.576606492,0.0,0.0,0.653826704,0.0,3.907410671,0.0,9.806871811,1.307597182,0.0,2.615263862,0.0,2.615263862,1.307597182,74.09309425,0.653826704,13.067233083,2.599813489,0.0,0.0,0.0,1.307597182,22.753189504,2.599813489,0.0,0.0,0.653826704,7.192001063,7.192001063,1.307597182,3.2536401930000003,49.59420755,0.0,1.961419965,0.0,0.0,0.0,0.0,1.953732247,0.0,8.491906606,0.0,0.0,0.0,1.961419965,0.653826704,2.615263862,1.307597182,5.199690368,2.607502725,0.0,2.615263862,0.0,38.57309339,0.014628133,0.080992495,0.005541733,0.015641177,0.0,0.065787241,1.553289152,0.148205743,0.0,0.0,0.015273148,0.0,1.434195627,0.0,0.083639931,0.0,0.0,0.0,0.0,0.014299006,1.0,1.0,[1],[1]
7x7,0.0,2.599813489,9.505249065,5.470234187,0.0,4.034986332,1.299905543,4.034986332,0.0,8.205343522,7.799540612,2.735080789,10.39987266,1.299905543,0.0,0.0,1.299905543,6.77013973,0.0,5.199690368,1.299905543,1.299905543,0.0,0.0,0.0,0.0,1.299905543,0.0,5.199690368,0.0,0.0,0.0,0.0,5.470234187,0.0,0.0,0.0,0.0,0.0,0.0,21.88231712,2.735080789,5.334894278,0.0,0.0,0.0,0.0,0.0,5.470234187,12.239786582999999,0.0,2.735080789,0.0,7.934771157,0.0,35.55947916,1.299905543,2.735080789,1.299905543,0.0,0.0,12.1051621,1.299905543,8.205343522,0.0,2.735080789,0.0,5.334894278,0.0,2.735080789,14.704976325,2.599813489,0.0,0.0,18.875430058,0.0,0.0,38.29162586,1.299905543,1.299905543,0.0,0.0,2.735080789,0.0,0.0,2.735080789,2.599813489,2.735080789,2.735080789,0.0,0.0,0.0,0.0,13.67573969,0.0,74.09309425,0.0,1.299905543,2.599813489,0.0,0.0,0.0,0.0,22.0993628,5.334894278,0.0,0.0,0.0,0.0,2.735080789,0.0,2.599813489,92.18866324,0.0,0.0,0.0,0.0,0.0,0.0,1.299905543,2.735080789,9.505249065,0.0,0.0,0.0,10.93988104,0.0,0.0,0.0,5.199690368,1.299905543,2.735080789,0.0,0.0,27.35306412,0.0,0.054237657999999994,0.005541733,0.032825614,0.0,0.061242135999999996,1.348172513,0.303205202,0.091746982,0.0,0.017823093,0.0,2.130304598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,[1],[2]
8x8,0.0,4.684137537,1.299905543,0.0,0.0,1.299905543,1.299905543,5.468470753,0.0,0.0,9.88386466,0.0,10.39987266,1.299905543,2.084324048,0.0,3.384229591,1.299905543,0.0,7.284014416,3.384229591,1.299905543,0.0,0.0,0.0,0.0,1.299905543,0.0,5.199690368,0.0,0.0,0.0,0.0,2.084324048,0.0,0.0,0.0,0.0,0.0,0.0,10.42089135,0.0,2.599813489,2.084324048,0.0,0.0,2.084324048,2.084324048,0.0,13.805073822999999,0.0,0.0,0.0,9.368255578,0.0,22.92764739,1.299905543,2.084324048,1.299905543,0.0,0.0,5.984142626000001,3.384229591,0.0,2.084324048,0.0,0.0,2.599813489,0.0,0.0,19.004801083,2.599813489,0.0,0.0,5.199690368,0.0,0.0,22.92764739,3.384229591,1.299905543,0.0,0.0,0.0,0.0,0.0,0.0,8.852685272,0.0,4.16856521,0.0,0.0,0.0,0.0,4.16856521,0.0,74.09309425,2.084324048,1.299905543,2.599813489,0.0,2.084324048,0.0,0.0,22.0993628,2.599813489,0.0,0.0,0.0,0.0,2.084324048,0.0,2.599813489,98.97201257,0.0,0.0,0.0,0.0,0.0,2.084324048,1.299905543,0.0,3.384229591,0.0,0.0,0.0,0.0,2.084324048,0.0,0.0,9.368255578,1.299905543,2.084324048,0.0,0.0,25.01357257,0.0,0.044039668,0.005541733,0.02127735,0.0,0.032209852,0.867583378,0.119185307,0.0,0.0,0.0,0.0,1.537741999,0.093054962,0.019073715,0.004065165,0.0,0.0,0.0,0.0,1.0,1.0,[1],[3]
9x9,0.0,2.599813489,2.5408959629999996,1.24099042,0.0,1.299905543,2.5408959629999996,5.022819135,2.481929712,0.0,9.040531032,0.0,10.39987266,1.299905543,1.24099042,2.481929712,6.263800698000001,1.299905543,0.0,5.199690368,5.022819135,1.299905543,0.0,0.0,0.0,2.481929712,1.299905543,2.481929712,5.199690368,0.0,0.0,1.24099042,4.963895155,1.24099042,0.0,0.0,0.0,6.204767988,1.24099042,0.0,31.02580095,1.24099042,5.081743201,1.24099042,0.0,0.0,0.0,0.0,2.481929712,6.263800698000001,0.0,0.0,0.0,6.440680788,0.0,13.65210425,1.299905543,6.204767988,1.299905543,0.0,0.0,6.38174829,3.781835255,13.65210425,0.0,1.24099042,0.0,2.599813489,0.0,0.0,10.222546395,3.840803909,0.0,0.0,11.404458356,0.0,0.0,40.95657223,2.5408959629999996,8.745690123,0.0,0.0,0.0,0.0,0.0,1.24099042,5.081743201,1.24099042,7.44578458,1.24099042,0.0,1.24099042,0.0,11.16746204,0.0,74.09309425,0.0,5.022819135,3.840803909,2.481929712,1.24099042,0.0,0.0,22.0993628,2.599813489,0.0,0.0,0.0,0.0,7.44578458,0.0,2.599813489,81.3725542,0.0,1.24099042,1.24099042,0.0,0.0,0.0,1.299905543,0.0,18.673748493,0.0,0.0,0.0,3.722913592,1.24099042,0.0,0.0,5.199690368,2.5408959629999996,1.24099042,0.0,0.0,31.02580095,0.0,0.071558996,0.027690008,0.02471006,0.0,0.056325494999999996,2.080704195,0.119185307,0.000573232,0.0,0.01222929,0.0,0.931625684,0.0,0.011446929,0.018213381,0.0,0.041091738,0.0206022,0.013707828,1.0,1.0,[1],[4]
